source_file,time,latitude,longitude,RH_700,t700,t_C_700,u700,v700,z700,t2m,d2m,,d_C_sfc,,VP,SVP,,u10,v10,,HDW_sfc,,datetime,normalized_time,,X,,,,t_C_sfc,RH_sfc,VPD_sfc,wind_speed_sfc,wind_speed700
Whitney_20200908.csv,0:00:00,47.5,-118.5,9.544452667,268.211853,-4.938146973,10.14782715,-1.812591553,29630.09766,285.1852112,274.5354614,,1.385461426,,0.675181395,1.405777646,,3.290710449,0.813354492,,2.47652956,,2020-10-21 00:00:00+00:00,0:00:00,,,,,,12.03521118,48.1091631,0.730596251,3.38973757,10.30843751
Whitney_20200908.csv,0:00:00,47.5,-118.5,39.95669556,261.4498291,-11.7001709,0.186904907,-6.927764893,29419.97266,282.7521362,270.7681274,,-2.381872559,,0.512670598,1.195565977,,0.968399048,-3.233230591,,2.304868194,,2020-10-22 00:00:00+00:00,0:00:00,,,,,,9.60213623,42.98532284,0.682895379,3.375141,6.930285698
Whitney_20200908.csv,0:00:00,47.5,-118.5,39.87220764,259.5553589,-13.59464111,8.071807861,-4.99407959,29956.03906,281.1618652,268.3626404,,-4.787359619,,0.42801282,1.073600896,,1.072692871,-0.814956665,,0.86970667,,2020-10-23 00:00:00+00:00,0:00:00,,,,,,8.011865234,39.98682746,0.645588076,1.347154171,9.491834022
Whitney_20200908.csv,0:00:00,47.5,-118.5,102.091629,270.8591919,-2.290808105,28.49134827,-1.85824585,28881.28906,274.5671997,273.0831909,,-0.066809082,,0.60781666,0.676724445,,-4.187728882,-0.278778076,,0.289205822,,2020-10-24 00:00:00+00:00,0:00:00,,,,,,1.417199707,89.85038901,0.068907785,4.196997785,28.55188266
Whitney_20200908.csv,0:00:00,47.5,-118.5,40.24655151,258.7351685,-14.41483154,-1.625595093,-7.400939941,29453.42578,272.2480469,265.1817017,,-7.96829834,,0.335183452,0.571831787,,-3.708953857,-3.665283203,,1.233994334,,2020-10-25 00:00:00+00:00,0:00:00,,,,,,-0.901953125,58.75536186,0.236648335,5.214464467,7.577365731
Whitney_20200908.csv,0:00:00,47.5,-118.5,5.738926888,265.821106,-7.328894043,1.699310303,-8.795837402,30358.27734,272.5642395,260.6847534,,-12.46524658,,0.234453366,0.585227935,,-0.269958496,-1.187683105,,0.427235469,,2020-10-26 00:00:00+00:00,0:00:00,,,,,,-0.585760498,40.24216552,0.350774569,1.217977319,8.958482635
Whitney_20200908.csv,0:00:00,47.5,-118.5,60.86047363,272.2236938,-0.926306152,5.063217163,-26.81834412,30453.63281,275.5964355,264.4492493,,-8.700750732,,0.316530859,0.72848311,,1.74772644,-0.526596069,,0.751951232,,2020-10-27 00:00:00+00:00,0:00:00,,,,,,2.446435547,43.60313573,0.411952252,1.825335895,27.29211881
Whitney_20200908.csv,0:00:00,47.5,-118.5,21.88261414,277.0733337,3.92333374,17.18667603,-16.89532471,30535.03906,279.677002,270.805481,,-2.344519043,,0.514094435,0.969748968,,0.965454102,-0.362625122,,0.469920697,,2020-10-28 00:00:00+00:00,0:00:00,,,,,,6.527001953,53.11928585,0.455654533,1.031309169,24.10049439
Whitney_20200908.csv,0:00:00,47.5,-118.5,23.7507782,275.6543579,2.50435791,17.44561768,-4.004806519,30537.08203,283.0593262,277.5234985,,4.373498535,,0.834862673,1.220481352,,0.789123535,0.126266479,,0.30817162,,2020-10-29 00:00:00+00:00,0:00:00,,,,,,9.909326172,68.46093406,0.385618679,0.799161547,17.8993869
Whitney_20200908.csv,0:00:00,47.5,-118.5,34.03250122,276.1764832,3.026483154,13.16998291,-0.847869873,30392.07422,288.0582581,280.5722046,,7.42220459,,1.031243271,1.695244294,,0.202224731,1.513031006,,1.013587866,,2020-10-30 00:00:00+00:00,0:00:00,,,,,,14.90825806,60.87506414,0.664001024,1.526485397,13.19724718
