STID,DATE,FUEL_TYPE,FUEL_VARIATION,PERCENT,NAME,GACC,GROUP,LAT,LON,ELE
731,7/18/2021,1000-Hour,None,15,Lost Trail,NRCC,Bitterroot National Forest,45.69277777777778,-113.9697222,7729
