STID,DATE,FUEL_TYPE,FUEL_VARIATION,PERCENT,NAME,GACC,GROUP,LAT,LON,ELE
206,6/1/2020,1000-Hour,None,17,Chiloquin,NWCC,NW07-LFC,42.57694444444445,-121.8938889,4492
206,6/15/2020,1000-Hour,None,16,Chiloquin,NWCC,NW07-LFC,42.57694444444445,-121.8938889,4492
206,7/3/2020,1000-Hour,None,9,Chiloquin,NWCC,NW07-LFC,42.57694444444445,-121.8938889,4492
206,7/17/2020,1000-Hour,None,7,Chiloquin,NWCC,NW07-LFC,42.57694444444445,-121.8938889,4492
206,8/9/2020,1000-Hour,None,6,Chiloquin,NWCC,NW07-LFC,42.57694444444445,-121.8938889,4492
206,8/29/2020,1000-Hour,None,5,Chiloquin,NWCC,NW07-LFC,42.57694444444445,-121.8938889,4492
